audience,example,person,entity_type,count,over_summary_length
self,manual_example,2,ORG,1,0.0007457121551081282
self,manual_example,2,TOTAL,19,0.014168530947054437
self,manual_example,2,PERSON,2,0.0014914243102162564
self,manual_example,2,GPE,16,0.011931394481730051
self,manual_example,2,ORG,1,0.0007457121551081282
self,manual_example,2,TOTAL,19,0.014168530947054437
self,masked_manual_example,2,GPE,20,0.012738853503184714
self,masked_manual_example,2,PERSON,8,0.005095541401273885
self,masked_manual_example,2,CARDINAL,1,0.0006369426751592356
self,masked_manual_example,2,TOTAL,29,0.018471337579617834
self,masked_manual_example,2,GPE,20,0.012738853503184714
self,masked_manual_example,2,PERSON,8,0.005095541401273885
self,masked_manual_example,2,CARDINAL,1,0.0006369426751592356
self,masked_manual_example,2,TOTAL,29,0.018471337579617834
self,masked_manual_example,2,GPE,20,0.012738853503184714
self,masked_manual_example,2,PERSON,8,0.005095541401273885
self,masked_manual_example,2,CARDINAL,1,0.0006369426751592356
self,masked_manual_example,2,TOTAL,29,0.018471337579617834
self,masked_template,2,GPE,17,0.00968109339407745
self,masked_template,2,PERSON,3,0.0017084282460136675
self,masked_template,2,NORP,1,0.0005694760820045558
self,masked_template,2,ORG,1,0.0005694760820045558
self,masked_template,2,TOTAL,22,0.012528473804100227
self,masked_template,2,GPE,17,0.00968109339407745
self,masked_template,2,PERSON,3,0.0017084282460136675
self,masked_template,2,NORP,1,0.0005694760820045558
self,masked_template,2,ORG,1,0.0005694760820045558
self,masked_template,2,TOTAL,22,0.012528473804100227
self,masked_template,2,GPE,17,0.00968109339407745
self,masked_template,2,PERSON,3,0.0017084282460136675
self,masked_template,2,NORP,1,0.0005694760820045558
self,masked_template,2,ORG,1,0.0005694760820045558
self,masked_template,2,TOTAL,22,0.012528473804100227
peer,none,2,GPE,8,0.004507042253521127
peer,none,2,CARDINAL,1,0.0005633802816901409
peer,none,2,DATE,1,0.0005633802816901409
peer,none,2,TOTAL,10,0.005633802816901409
peer,none,2,GPE,8,0.004507042253521127
peer,none,2,CARDINAL,1,0.0005633802816901409
peer,none,2,DATE,1,0.0005633802816901409
peer,none,2,TOTAL,10,0.005633802816901409
peer,none,2,GPE,8,0.004507042253521127
peer,none,2,CARDINAL,1,0.0005633802816901409
peer,none,2,DATE,1,0.0005633802816901409
peer,none,2,TOTAL,10,0.005633802816901409
peer,manual_example,2,ORG,5,0.0032404406999351912
peer,manual_example,2,GPE,11,0.007128969539857421
peer,manual_example,2,NORP,1,0.0006480881399870382
peer,manual_example,2,DATE,1,0.0006480881399870382
peer,manual_example,2,PERSON,3,0.0019442644199611147
peer,manual_example,2,CARDINAL,1,0.0006480881399870382
peer,manual_example,2,TOTAL,22,0.014257939079714841
peer,manual_example,2,ORG,5,0.0032404406999351912
peer,manual_example,2,GPE,11,0.007128969539857421
peer,manual_example,2,NORP,1,0.0006480881399870382
peer,manual_example,2,DATE,1,0.0006480881399870382
peer,manual_example,2,PERSON,3,0.0019442644199611147
peer,manual_example,2,CARDINAL,1,0.0006480881399870382
peer,manual_example,2,TOTAL,22,0.014257939079714841
peer,manual_example,2,ORG,5,0.0032404406999351912
peer,manual_example,2,GPE,11,0.007128969539857421
peer,manual_example,2,NORP,1,0.0006480881399870382
peer,manual_example,2,DATE,1,0.0006480881399870382
peer,manual_example,2,PERSON,3,0.0019442644199611147
peer,manual_example,2,CARDINAL,1,0.0006480881399870382
peer,manual_example,2,TOTAL,22,0.014257939079714841
peer,masked_manual_example,2,GPE,14,0.009900990099009901
peer,masked_manual_example,2,PERSON,8,0.005657708628005658
peer,masked_manual_example,2,ORG,4,0.002828854314002829
peer,masked_manual_example,2,FAC,1,0.0007072135785007072
peer,masked_manual_example,2,CARDINAL,1,0.0007072135785007072
peer,masked_manual_example,2,TOTAL,28,0.019801980198019802
peer,masked_manual_example,2,GPE,14,0.009900990099009901
peer,masked_manual_example,2,PERSON,8,0.005657708628005658
peer,masked_manual_example,2,ORG,4,0.002828854314002829
peer,masked_manual_example,2,FAC,1,0.0007072135785007072
peer,masked_manual_example,2,CARDINAL,1,0.0007072135785007072
peer,masked_manual_example,2,TOTAL,28,0.019801980198019802
peer,masked_manual_example,2,GPE,14,0.009900990099009901
peer,masked_manual_example,2,PERSON,8,0.005657708628005658
peer,masked_manual_example,2,ORG,4,0.002828854314002829
peer,masked_manual_example,2,FAC,1,0.0007072135785007072
peer,masked_manual_example,2,CARDINAL,1,0.0007072135785007072
peer,masked_manual_example,2,TOTAL,28,0.019801980198019802
peer,masked_template,2,ORG,6,0.0034662045060658577
peer,masked_template,2,GPE,12,0.006932409012131715
peer,masked_template,2,PERSON,4,0.002310803004043905
peer,masked_template,2,FAC,2,0.0011554015020219526
peer,masked_template,2,NORP,2,0.0011554015020219526
peer,masked_template,2,TOTAL,26,0.015020219526285385
peer,masked_template,2,ORG,6,0.0034662045060658577
peer,masked_template,2,GPE,12,0.006932409012131715
peer,masked_template,2,PERSON,4,0.002310803004043905
peer,masked_template,2,FAC,2,0.0011554015020219526
peer,masked_template,2,NORP,2,0.0011554015020219526
peer,masked_template,2,TOTAL,26,0.015020219526285385
peer,masked_template,2,ORG,6,0.0034662045060658577
peer,masked_template,2,GPE,12,0.006932409012131715
peer,masked_template,2,PERSON,4,0.002310803004043905
peer,masked_template,2,FAC,2,0.0011554015020219526
peer,masked_template,2,NORP,2,0.0011554015020219526
peer,masked_template,2,TOTAL,26,0.015020219526285385
manager,none,2,GPE,25,0.0166333998669328
manager,none,2,PERSON,3,0.001996007984031936
manager,none,2,DATE,1,0.0006653359946773121
manager,none,2,MONEY,1,0.0006653359946773121
manager,none,2,FAC,1,0.0006653359946773121
manager,none,2,TOTAL,31,0.020625415834996674
manager,none,2,GPE,25,0.0166333998669328
manager,none,2,PERSON,3,0.001996007984031936
manager,none,2,DATE,1,0.0006653359946773121
manager,none,2,MONEY,1,0.0006653359946773121
manager,none,2,FAC,1,0.0006653359946773121
manager,none,2,TOTAL,31,0.020625415834996674
manager,none,2,GPE,25,0.0166333998669328
manager,none,2,PERSON,3,0.001996007984031936
manager,none,2,DATE,1,0.0006653359946773121
manager,none,2,MONEY,1,0.0006653359946773121
manager,none,2,FAC,1,0.0006653359946773121
manager,none,2,TOTAL,31,0.020625415834996674
manager,manual_example,2,LOC,1,0.001076426264800861
manager,manual_example,2,GPE,6,0.006458557588805167
manager,manual_example,2,PERSON,2,0.002152852529601722
manager,manual_example,2,ORG,1,0.001076426264800861
manager,manual_example,2,CARDINAL,1,0.001076426264800861
manager,manual_example,2,PERCENT,1,0.001076426264800861
manager,manual_example,2,TOTAL,12,0.012917115177610334
manager,manual_example,2,LOC,1,0.001076426264800861
manager,manual_example,2,GPE,6,0.006458557588805167
manager,manual_example,2,PERSON,2,0.002152852529601722
manager,manual_example,2,ORG,1,0.001076426264800861
manager,manual_example,2,CARDINAL,1,0.001076426264800861
manager,manual_example,2,PERCENT,1,0.001076426264800861
manager,manual_example,2,TOTAL,12,0.012917115177610334
manager,manual_example,2,LOC,1,0.001076426264800861
manager,manual_example,2,GPE,6,0.006458557588805167
manager,manual_example,2,PERSON,2,0.002152852529601722
manager,manual_example,2,ORG,1,0.001076426264800861
manager,manual_example,2,CARDINAL,1,0.001076426264800861
manager,manual_example,2,PERCENT,1,0.001076426264800861
manager,manual_example,2,TOTAL,12,0.012917115177610334
manager,masked_manual_example,2,GPE,10,0.00784313725490196
manager,masked_manual_example,2,PERSON,5,0.00392156862745098
manager,masked_manual_example,2,ORG,1,0.000784313725490196
manager,masked_manual_example,2,TOTAL,16,0.012549019607843137
manager,masked_manual_example,2,GPE,10,0.00784313725490196
manager,masked_manual_example,2,PERSON,5,0.00392156862745098
manager,masked_manual_example,2,ORG,1,0.000784313725490196
manager,masked_manual_example,2,TOTAL,16,0.012549019607843137
manager,masked_manual_example,2,GPE,10,0.00784313725490196
manager,masked_manual_example,2,PERSON,5,0.00392156862745098
manager,masked_manual_example,2,ORG,1,0.000784313725490196
manager,masked_manual_example,2,TOTAL,16,0.012549019607843137
manager,masked_template,2,CARDINAL,4,0.002011060834590246
manager,masked_template,2,PERCENT,2,0.001005530417295123
manager,masked_template,2,GPE,25,0.01256913021618904
manager,masked_template,2,PERSON,2,0.001005530417295123
manager,masked_template,2,ORG,4,0.002011060834590246
manager,masked_template,2,MONEY,2,0.001005530417295123
manager,masked_template,2,NORP,1,0.0005027652086475615
manager,masked_template,2,TOTAL,40,0.020110608345902465
manager,masked_template,2,CARDINAL,4,0.002011060834590246
manager,masked_template,2,PERCENT,2,0.001005530417295123
manager,masked_template,2,GPE,25,0.01256913021618904
manager,masked_template,2,PERSON,2,0.001005530417295123
manager,masked_template,2,ORG,4,0.002011060834590246
manager,masked_template,2,MONEY,2,0.001005530417295123
manager,masked_template,2,NORP,1,0.0005027652086475615
manager,masked_template,2,TOTAL,40,0.020110608345902465
manager,masked_template,2,CARDINAL,4,0.002011060834590246
manager,masked_template,2,PERCENT,2,0.001005530417295123
manager,masked_template,2,GPE,25,0.01256913021618904
manager,masked_template,2,PERSON,2,0.001005530417295123
manager,masked_template,2,ORG,4,0.002011060834590246
manager,masked_template,2,MONEY,2,0.001005530417295123
manager,masked_template,2,NORP,1,0.0005027652086475615
manager,masked_template,2,TOTAL,40,0.020110608345902465
none,none,3,PERSON,12,0.005679129200189304
none,none,3,ORG,2,0.000946521533364884
none,none,3,NORP,2,0.000946521533364884
none,none,3,GPE,5,0.00236630383341221
none,none,3,DATE,1,0.000473260766682442
none,none,3,MONEY,3,0.001419782300047326
none,none,3,LOC,2,0.000946521533364884
none,none,3,TOTAL,27,0.012778040700425935
none,none,3,PERSON,12,0.005679129200189304
none,none,3,ORG,2,0.000946521533364884
none,none,3,NORP,2,0.000946521533364884
none,none,3,GPE,5,0.00236630383341221
none,none,3,DATE,1,0.000473260766682442
none,none,3,MONEY,3,0.001419782300047326
none,none,3,LOC,2,0.000946521533364884
none,none,3,TOTAL,27,0.012778040700425935
none,none,3,PERSON,12,0.005679129200189304
none,none,3,ORG,2,0.000946521533364884
none,none,3,NORP,2,0.000946521533364884
none,none,3,GPE,5,0.00236630383341221
none,none,3,DATE,1,0.000473260766682442
none,none,3,MONEY,3,0.001419782300047326
none,none,3,LOC,2,0.000946521533364884
none,none,3,TOTAL,27,0.012778040700425935
none,manual_example,3,NORP,1,0.0011494252873563218
none,manual_example,3,GPE,1,0.0011494252873563218
none,manual_example,3,PERSON,2,0.0022988505747126436
none,manual_example,3,CARDINAL,2,0.0022988505747126436
none,manual_example,3,TIME,2,0.0022988505747126436
none,manual_example,3,TOTAL,8,0.009195402298850575
none,manual_example,3,NORP,1,0.0011494252873563218
none,manual_example,3,GPE,1,0.0011494252873563218
none,manual_example,3,PERSON,2,0.0022988505747126436
none,manual_example,3,CARDINAL,2,0.0022988505747126436
none,manual_example,3,TIME,2,0.0022988505747126436
none,manual_example,3,TOTAL,8,0.009195402298850575
none,manual_example,3,NORP,1,0.0011494252873563218
none,manual_example,3,GPE,1,0.0011494252873563218
none,manual_example,3,PERSON,2,0.0022988505747126436
none,manual_example,3,CARDINAL,2,0.0022988505747126436
none,manual_example,3,TIME,2,0.0022988505747126436
none,manual_example,3,TOTAL,8,0.009195402298850575
none,masked_manual_example,3,NORP,3,0.0024671052631578946
none,masked_manual_example,3,PERSON,9,0.007401315789473684
none,masked_manual_example,3,ORG,2,0.001644736842105263
none,masked_manual_example,3,GPE,10,0.008223684210526315
none,masked_manual_example,3,FAC,2,0.001644736842105263
none,masked_manual_example,3,MONEY,1,0.0008223684210526315
none,masked_manual_example,3,TOTAL,27,0.022203947368421052
none,masked_manual_example,3,NORP,3,0.0024671052631578946
none,masked_manual_example,3,PERSON,9,0.007401315789473684
none,masked_manual_example,3,ORG,2,0.001644736842105263
none,masked_manual_example,3,GPE,10,0.008223684210526315
none,masked_manual_example,3,FAC,2,0.001644736842105263
none,masked_manual_example,3,MONEY,1,0.0008223684210526315
none,masked_manual_example,3,TOTAL,27,0.022203947368421052
none,masked_manual_example,3,NORP,3,0.0024671052631578946
none,masked_manual_example,3,PERSON,9,0.007401315789473684
none,masked_manual_example,3,ORG,2,0.001644736842105263
none,masked_manual_example,3,GPE,10,0.008223684210526315
none,masked_manual_example,3,FAC,2,0.001644736842105263
none,masked_manual_example,3,MONEY,1,0.0008223684210526315
none,masked_manual_example,3,TOTAL,27,0.022203947368421052
none,masked_template,3,NORP,6,0.002617801047120419
none,masked_template,3,GPE,13,0.005671902268760907
none,masked_template,3,PERSON,8,0.0034904013961605585
none,masked_template,3,ORG,3,0.0013089005235602095
none,masked_template,3,DATE,2,0.0008726003490401396
none,masked_template,3,CARDINAL,6,0.002617801047120419
none,masked_template,3,MONEY,1,0.0004363001745200698
none,masked_template,3,TIME,1,0.0004363001745200698
none,masked_template,3,TOTAL,40,0.017452006980802792
none,masked_template,3,NORP,6,0.002617801047120419
none,masked_template,3,GPE,13,0.005671902268760907
none,masked_template,3,PERSON,8,0.0034904013961605585
none,masked_template,3,ORG,3,0.0013089005235602095
none,masked_template,3,DATE,2,0.0008726003490401396
none,masked_template,3,CARDINAL,6,0.002617801047120419
none,masked_template,3,MONEY,1,0.0004363001745200698
none,masked_template,3,TIME,1,0.0004363001745200698
none,masked_template,3,TOTAL,40,0.017452006980802792
none,masked_template,3,NORP,6,0.002617801047120419
none,masked_template,3,GPE,13,0.005671902268760907
none,masked_template,3,PERSON,8,0.0034904013961605585
none,masked_template,3,ORG,3,0.0013089005235602095
none,masked_template,3,DATE,2,0.0008726003490401396
none,masked_template,3,CARDINAL,6,0.002617801047120419
none,masked_template,3,MONEY,1,0.0004363001745200698
none,masked_template,3,TIME,1,0.0004363001745200698
none,masked_template,3,TOTAL,40,0.017452006980802792
self,none,3,NORP,6,0.002451982018798529
self,none,3,GPE,15,0.006129955046996322
self,none,3,DATE,4,0.0016346546791990192
self,none,3,ORG,2,0.0008173273395995096
self,none,3,PERSON,13,0.0053126277073968125
self,none,3,CARDINAL,4,0.0016346546791990192
self,none,3,MONEY,1,0.0004086636697997548
self,none,3,TOTAL,45,0.018389865140988965
self,none,3,NORP,6,0.002451982018798529
self,none,3,GPE,15,0.006129955046996322
self,none,3,DATE,4,0.0016346546791990192
self,none,3,ORG,2,0.0008173273395995096
self,none,3,PERSON,13,0.0053126277073968125
self,none,3,CARDINAL,4,0.0016346546791990192
self,none,3,MONEY,1,0.0004086636697997548
self,none,3,TOTAL,45,0.018389865140988965
self,none,3,NORP,6,0.002451982018798529
self,none,3,GPE,15,0.006129955046996322
self,none,3,DATE,4,0.0016346546791990192
self,none,3,ORG,2,0.0008173273395995096
self,none,3,PERSON,13,0.0053126277073968125
self,none,3,CARDINAL,4,0.0016346546791990192
self,none,3,MONEY,1,0.0004086636697997548
self,none,3,TOTAL,45,0.018389865140988965
self,manual_example,3,NORP,4,0.0028011204481792717
self,manual_example,3,PERSON,6,0.004201680672268907
self,manual_example,3,ORG,2,0.0014005602240896359
self,manual_example,3,GPE,5,0.0035014005602240898
self,manual_example,3,CARDINAL,2,0.0014005602240896359
self,manual_example,3,LOC,1,0.0007002801120448179
self,manual_example,3,TIME,1,0.0007002801120448179
self,manual_example,3,TOTAL,21,0.014705882352941176
self,manual_example,3,NORP,4,0.0028011204481792717
self,manual_example,3,PERSON,6,0.004201680672268907
self,manual_example,3,ORG,2,0.0014005602240896359
self,manual_example,3,GPE,5,0.0035014005602240898
self,manual_example,3,CARDINAL,2,0.0014005602240896359
self,manual_example,3,LOC,1,0.0007002801120448179
self,manual_example,3,TIME,1,0.0007002801120448179
self,manual_example,3,TOTAL,21,0.014705882352941176
self,manual_example,3,NORP,4,0.0028011204481792717
self,manual_example,3,PERSON,6,0.004201680672268907
self,manual_example,3,ORG,2,0.0014005602240896359
self,manual_example,3,GPE,5,0.0035014005602240898
self,manual_example,3,CARDINAL,2,0.0014005602240896359
self,manual_example,3,LOC,1,0.0007002801120448179
self,manual_example,3,TIME,1,0.0007002801120448179
self,manual_example,3,TOTAL,21,0.014705882352941176
self,masked_manual_example,3,NORP,2,0.002070393374741201
self,masked_manual_example,3,CARDINAL,1,0.0010351966873706005
self,masked_manual_example,3,TIME,3,0.003105590062111801
self,masked_manual_example,3,PERSON,3,0.003105590062111801
self,masked_manual_example,3,GPE,6,0.006211180124223602
self,masked_manual_example,3,TOTAL,15,0.015527950310559006
self,masked_manual_example,3,NORP,2,0.002070393374741201
self,masked_manual_example,3,CARDINAL,1,0.0010351966873706005
self,masked_manual_example,3,TIME,3,0.003105590062111801
self,masked_manual_example,3,PERSON,3,0.003105590062111801
self,masked_manual_example,3,GPE,6,0.006211180124223602
self,masked_manual_example,3,TOTAL,15,0.015527950310559006
self,masked_manual_example,3,NORP,2,0.002070393374741201
self,masked_manual_example,3,CARDINAL,1,0.0010351966873706005
self,masked_manual_example,3,TIME,3,0.003105590062111801
self,masked_manual_example,3,PERSON,3,0.003105590062111801
self,masked_manual_example,3,GPE,6,0.006211180124223602
self,masked_manual_example,3,TOTAL,15,0.015527950310559006
self,masked_template,3,PERCENT,1,0.0005494505494505495
self,masked_template,3,NORP,6,0.0032967032967032967
self,masked_template,3,GPE,5,0.0027472527472527475
self,masked_template,3,CARDINAL,1,0.0005494505494505495
self,masked_template,3,PERSON,1,0.0005494505494505495
self,masked_template,3,MONEY,1,0.0005494505494505495
self,masked_template,3,TOTAL,15,0.008241758241758242
self,masked_template,3,PERCENT,1,0.0005494505494505495
self,masked_template,3,NORP,6,0.0032967032967032967
self,masked_template,3,GPE,5,0.0027472527472527475
self,masked_template,3,CARDINAL,1,0.0005494505494505495
self,masked_template,3,PERSON,1,0.0005494505494505495
self,masked_template,3,MONEY,1,0.0005494505494505495
self,masked_template,3,TOTAL,15,0.008241758241758242
self,masked_template,3,PERCENT,1,0.0005494505494505495
self,masked_template,3,NORP,6,0.0032967032967032967
self,masked_template,3,GPE,5,0.0027472527472527475
self,masked_template,3,CARDINAL,1,0.0005494505494505495
self,masked_template,3,PERSON,1,0.0005494505494505495
self,masked_template,3,MONEY,1,0.0005494505494505495
self,masked_template,3,TOTAL,15,0.008241758241758242
peer,none,3,GPE,13,0.0038370720188902006
peer,none,3,DATE,3,0.0008854781582054309
peer,none,3,CARDINAL,3,0.0008854781582054309
peer,none,3,PERSON,6,0.0017709563164108619
peer,none,3,ORG,7,0.002066115702479339
peer,none,3,MONEY,3,0.0008854781582054309
peer,none,3,NORP,3,0.0008854781582054309
peer,none,3,LOC,1,0.00029515938606847696
peer,none,3,FAC,1,0.00029515938606847696
peer,none,3,TOTAL,40,0.011806375442739079
peer,none,3,GPE,13,0.0038370720188902006
peer,none,3,DATE,3,0.0008854781582054309
peer,none,3,CARDINAL,3,0.0008854781582054309
peer,none,3,PERSON,6,0.0017709563164108619
peer,none,3,ORG,7,0.002066115702479339
peer,none,3,MONEY,3,0.0008854781582054309
peer,none,3,NORP,3,0.0008854781582054309
peer,none,3,LOC,1,0.00029515938606847696
peer,none,3,FAC,1,0.00029515938606847696
peer,none,3,TOTAL,40,0.011806375442739079
peer,none,3,GPE,13,0.0038370720188902006
peer,none,3,DATE,3,0.0008854781582054309
peer,none,3,CARDINAL,3,0.0008854781582054309
peer,none,3,PERSON,6,0.0017709563164108619
peer,none,3,ORG,7,0.002066115702479339
peer,none,3,MONEY,3,0.0008854781582054309
peer,none,3,NORP,3,0.0008854781582054309
peer,none,3,LOC,1,0.00029515938606847696
peer,none,3,FAC,1,0.00029515938606847696
peer,none,3,TOTAL,40,0.011806375442739079
peer,manual_example,3,NORP,1,0.0006784260515603799
peer,manual_example,3,PERSON,9,0.006105834464043419
peer,manual_example,3,ORG,3,0.0020352781546811396
peer,manual_example,3,GPE,12,0.008141112618724558
peer,manual_example,3,CARDINAL,1,0.0006784260515603799
peer,manual_example,3,TOTAL,26,0.017639077340569877
peer,manual_example,3,NORP,1,0.0006784260515603799
peer,manual_example,3,PERSON,9,0.006105834464043419
peer,manual_example,3,ORG,3,0.0020352781546811396
peer,manual_example,3,GPE,12,0.008141112618724558
peer,manual_example,3,CARDINAL,1,0.0006784260515603799
peer,manual_example,3,TOTAL,26,0.017639077340569877
peer,manual_example,3,NORP,1,0.0006784260515603799
peer,manual_example,3,PERSON,9,0.006105834464043419
peer,manual_example,3,ORG,3,0.0020352781546811396
peer,manual_example,3,GPE,12,0.008141112618724558
peer,manual_example,3,CARDINAL,1,0.0006784260515603799
peer,manual_example,3,TOTAL,26,0.017639077340569877
peer,masked_manual_example,3,PERSON,8,0.0039100684261974585
peer,masked_manual_example,3,GPE,16,0.007820136852394917
peer,masked_manual_example,3,EVENT,1,0.0004887585532746823
peer,masked_manual_example,3,PRODUCT,1,0.0004887585532746823
peer,masked_manual_example,3,LOC,2,0.0009775171065493646
peer,masked_manual_example,3,CARDINAL,2,0.0009775171065493646
peer,masked_manual_example,3,NORP,4,0.0019550342130987292
peer,masked_manual_example,3,DATE,2,0.0009775171065493646
peer,masked_manual_example,3,TOTAL,36,0.017595307917888565
peer,masked_manual_example,3,PERSON,8,0.0039100684261974585
peer,masked_manual_example,3,GPE,16,0.007820136852394917
peer,masked_manual_example,3,EVENT,1,0.0004887585532746823
peer,masked_manual_example,3,PRODUCT,1,0.0004887585532746823
peer,masked_manual_example,3,LOC,2,0.0009775171065493646
peer,masked_manual_example,3,CARDINAL,2,0.0009775171065493646
peer,masked_manual_example,3,NORP,4,0.0019550342130987292
peer,masked_manual_example,3,DATE,2,0.0009775171065493646
peer,masked_manual_example,3,TOTAL,36,0.017595307917888565
peer,masked_manual_example,3,PERSON,8,0.0039100684261974585
peer,masked_manual_example,3,GPE,16,0.007820136852394917
peer,masked_manual_example,3,EVENT,1,0.0004887585532746823
peer,masked_manual_example,3,PRODUCT,1,0.0004887585532746823
peer,masked_manual_example,3,LOC,2,0.0009775171065493646
peer,masked_manual_example,3,CARDINAL,2,0.0009775171065493646
peer,masked_manual_example,3,NORP,4,0.0019550342130987292
peer,masked_manual_example,3,DATE,2,0.0009775171065493646
peer,masked_manual_example,3,TOTAL,36,0.017595307917888565
peer,masked_template,3,CARDINAL,3,0.0012914334911752045
peer,masked_template,3,GPE,13,0.005596211795092553
peer,masked_template,3,ORG,6,0.002582866982350409
peer,masked_template,3,PERSON,8,0.0034438226431338786
peer,masked_template,3,DATE,1,0.00043047783039173483
peer,masked_template,3,NORP,2,0.0008609556607834697
peer,masked_template,3,LOC,1,0.00043047783039173483
peer,masked_template,3,TOTAL,34,0.014636246233318984
peer,masked_template,3,CARDINAL,3,0.0012914334911752045
peer,masked_template,3,GPE,13,0.005596211795092553
peer,masked_template,3,ORG,6,0.002582866982350409
peer,masked_template,3,PERSON,8,0.0034438226431338786
peer,masked_template,3,DATE,1,0.00043047783039173483
peer,masked_template,3,NORP,2,0.0008609556607834697
peer,masked_template,3,LOC,1,0.00043047783039173483
peer,masked_template,3,TOTAL,34,0.014636246233318984
peer,masked_template,3,CARDINAL,3,0.0012914334911752045
peer,masked_template,3,GPE,13,0.005596211795092553
peer,masked_template,3,ORG,6,0.002582866982350409
peer,masked_template,3,PERSON,8,0.0034438226431338786
peer,masked_template,3,DATE,1,0.00043047783039173483
peer,masked_template,3,NORP,2,0.0008609556607834697
peer,masked_template,3,LOC,1,0.00043047783039173483
peer,masked_template,3,TOTAL,34,0.014636246233318984
manager,none,3,NORP,6,0.0022396416573348264
manager,none,3,FAC,1,0.0003732736095558044
manager,none,3,GPE,16,0.0059723777528928705
manager,none,3,PERSON,5,0.001866368047779022
manager,none,3,DATE,3,0.0011198208286674132
manager,none,3,ORG,4,0.0014930944382232176
manager,none,3,MONEY,1,0.0003732736095558044
manager,none,3,CARDINAL,2,0.0007465472191116088
manager,none,3,TOTAL,38,0.014184397163120567
manager,none,3,NORP,6,0.0022396416573348264
manager,none,3,FAC,1,0.0003732736095558044
manager,none,3,GPE,16,0.0059723777528928705
manager,none,3,PERSON,5,0.001866368047779022
manager,none,3,DATE,3,0.0011198208286674132
manager,none,3,ORG,4,0.0014930944382232176
manager,none,3,MONEY,1,0.0003732736095558044
manager,none,3,CARDINAL,2,0.0007465472191116088
manager,none,3,TOTAL,38,0.014184397163120567
manager,none,3,NORP,6,0.0022396416573348264
manager,none,3,FAC,1,0.0003732736095558044
manager,none,3,GPE,16,0.0059723777528928705
manager,none,3,PERSON,5,0.001866368047779022
manager,none,3,DATE,3,0.0011198208286674132
manager,none,3,ORG,4,0.0014930944382232176
manager,none,3,MONEY,1,0.0003732736095558044
manager,none,3,CARDINAL,2,0.0007465472191116088
manager,none,3,TOTAL,38,0.014184397163120567
manager,manual_example,3,LOC,1,0.0008097165991902834
manager,manual_example,3,GPE,1,0.0008097165991902834
manager,manual_example,3,TIME,2,0.0016194331983805667
manager,manual_example,3,PERSON,3,0.0024291497975708503
manager,manual_example,3,CARDINAL,1,0.0008097165991902834
manager,manual_example,3,NORP,1,0.0008097165991902834
manager,manual_example,3,TOTAL,9,0.0072874493927125505
manager,manual_example,3,LOC,1,0.0008097165991902834
manager,manual_example,3,GPE,1,0.0008097165991902834
manager,manual_example,3,TIME,2,0.0016194331983805667
manager,manual_example,3,PERSON,3,0.0024291497975708503
manager,manual_example,3,CARDINAL,1,0.0008097165991902834
manager,manual_example,3,NORP,1,0.0008097165991902834
manager,manual_example,3,TOTAL,9,0.0072874493927125505
manager,manual_example,3,LOC,1,0.0008097165991902834
manager,manual_example,3,GPE,1,0.0008097165991902834
manager,manual_example,3,TIME,2,0.0016194331983805667
manager,manual_example,3,PERSON,3,0.0024291497975708503
manager,manual_example,3,CARDINAL,1,0.0008097165991902834
manager,manual_example,3,NORP,1,0.0008097165991902834
manager,manual_example,3,TOTAL,9,0.0072874493927125505
manager,masked_manual_example,3,NORP,4,0.0021321961620469083
manager,masked_manual_example,3,PERSON,7,0.0037313432835820895
manager,masked_manual_example,3,GPE,10,0.005330490405117271
manager,masked_manual_example,3,CARDINAL,4,0.0021321961620469083
manager,masked_manual_example,3,ORG,5,0.0026652452025586353
manager,masked_manual_example,3,DATE,1,0.0005330490405117271
manager,masked_manual_example,3,MONEY,1,0.0005330490405117271
manager,masked_manual_example,3,LOC,1,0.0005330490405117271
manager,masked_manual_example,3,TIME,1,0.0005330490405117271
manager,masked_manual_example,3,TOTAL,34,0.01812366737739872
manager,masked_manual_example,3,NORP,4,0.0021321961620469083
manager,masked_manual_example,3,PERSON,7,0.0037313432835820895
manager,masked_manual_example,3,GPE,10,0.005330490405117271
manager,masked_manual_example,3,CARDINAL,4,0.0021321961620469083
manager,masked_manual_example,3,ORG,5,0.0026652452025586353
manager,masked_manual_example,3,DATE,1,0.0005330490405117271
manager,masked_manual_example,3,MONEY,1,0.0005330490405117271
manager,masked_manual_example,3,LOC,1,0.0005330490405117271
manager,masked_manual_example,3,TIME,1,0.0005330490405117271
manager,masked_manual_example,3,TOTAL,34,0.01812366737739872
manager,masked_manual_example,3,NORP,4,0.0021321961620469083
manager,masked_manual_example,3,PERSON,7,0.0037313432835820895
manager,masked_manual_example,3,GPE,10,0.005330490405117271
manager,masked_manual_example,3,CARDINAL,4,0.0021321961620469083
manager,masked_manual_example,3,ORG,5,0.0026652452025586353
manager,masked_manual_example,3,DATE,1,0.0005330490405117271
manager,masked_manual_example,3,MONEY,1,0.0005330490405117271
manager,masked_manual_example,3,LOC,1,0.0005330490405117271
manager,masked_manual_example,3,TIME,1,0.0005330490405117271
manager,masked_manual_example,3,TOTAL,34,0.01812366737739872
manager,masked_template,3,CARDINAL,2,0.0011918951132300357
manager,masked_template,3,PERCENT,1,0.0005959475566150178
manager,masked_template,3,NORP,6,0.003575685339690107
manager,masked_template,3,MONEY,1,0.0005959475566150178
manager,masked_template,3,GPE,3,0.0017878426698450535
